Test,Tx Power,Distance,Scenarios,RSSI (dbm),Throughput (KB/S),Throughput (Kbps),Current (A),Power (W)
7368,P3,15,Workshop,-53,9.34,74.71,0.125,0.39803
7369,P6,0,Crowded,-43,12.44,99.54,0.123,0.41491
7370,N3,0,Workshop,-34,11.98,95.81,0.116,0.36990
7371,N3,35,Wall,-95,0.70,5.60,0.117,0.37226
7372,P3,45,Lobby,-75,5.09,40.75,0.124,0.40433
7373,N12,60,Crowded,-100,1.07,8.52,0.103,0.33117
7374,P3,30,Lobby,-75,7.45,59.60,0.120,0.37813
7375,N12,20,Lobby,-83,1.15,9.17,0.110,0.34866
7376,P3,50,Crowded,-89,1.54,12.31,0.120,0.40165
7377,P3,30,Workshop,-73,1.95,15.58,0.120,0.39600
7378,N6,20,Lobby,-71,5.39,43.13,0.106,0.35030
7379,N12,35,Crowded,-100,0.96,7.64,0.105,0.35398
7380,N6,25,Workshop,-69,4.87,38.99,0.106,0.33965
7381,N9,35,Lobby,-74,5.71,45.68,0.102,0.32231
7382,P3,25,Wall,-100,0.96,7.66,0.121,0.37538
7383,P6,30,Wall,-83,2.79,22.29,0.127,0.41737
7384,N12,35,Workshop,-86,0.70,5.60,0.103,0.34556
7385,N6,0,Workshop,-34,12.58,100.63,0.104,0.33696
7386,N9,10,Lobby,-83,1.49,11.92,0.100,0.33657
7387,N6,60,Lobby,-100,1.38,11.07,0.105,0.35776
7388,N6,5,Lobby,-45,8.52,68.19,0.101,0.34352
7389,N12,50,Lobby,-96,1.75,13.98,0.104,0.35840
7390,P6,30,Lobby,-72,5.52,44.18,0.121,0.40929
7391,N9,30,Wall,-98,2.59,20.75,0.109,0.33321
7392,P6,15,Lobby,-71,4.88,39.02,0.120,0.40387
7393,N3,45,Workshop,-96,1.76,14.06,0.108,0.36352
7394,N6,25,Wall,-100,1.34,10.70,0.108,0.33374
7395,N9,45,Lobby,-84,2.26,18.05,0.105,0.35908
7396,N6,0,Lobby,-47,9.35,74.81,0.104,0.34222
7397,N3,25,Crowded,-96,0.70,5.60,0.108,0.35905
7398,P3,40,Lobby,-77,2.20,17.62,0.121,0.39676
7399,N6,20,Lobby,-84,1.71,13.70,0.103,0.35705
7400,N3,45,Lobby,-91,0.70,5.60,0.111,0.36489
7401,N12,35,Wall,-100,0.70,5.60,0.104,0.34411
7402,P3,0,Lobby,-39,11.58,92.61,0.120,0.39569
7403,N12,35,Wall,-100,0.97,7.72,0.106,0.34008
7404,P6,0,Workshop,-37,12.33,98.68,0.122,0.40927
7405,N6,50,Lobby,-98,1.58,12.61,0.109,0.36128
7406,P6,0,Lobby,-34,11.91,95.26,0.124,0.40823
7407,N9,60,Lobby,-91,1.01,8.10,0.101,0.32829
7408,N9,5,Workshop,-65,9.98,79.84,0.104,0.34485
7409,N3,5,Wall,-68,3.33,26.63,0.106,0.35490
7410,N6,35,Lobby,-87,0.70,5.60,0.102,0.35041
7411,N0,5,Wall,-83,2.12,16.95,0.114,0.38204
7412,P6,50,Workshop,-66,8.15,65.21,0.122,0.40982
7413,N12,35,Crowded,-97,2.00,16.02,0.107,0.32997
7414,N12,30,Workshop,-99,0.70,5.60,0.104,0.34087
7415,N6,60,Lobby,-71,4.24,33.90,0.103,0.33839
7416,P6,5,Wall,-90,2.14,17.14,0.127,0.39961
7417,N3,35,Crowded,-84,2.73,21.87,0.112,0.37045
7418,P6,25,Wall,-90,2.43,19.42,0.126,0.41427
7419,N9,20,Crowded,-89,1.13,9.05,0.096,0.32800
7420,N6,50,Wall,-100,2.05,16.37,0.105,0.34315
7421,P3,45,Workshop,-78,3.37,26.99,0.120,0.38925
7422,P3,40,Workshop,-92,0.70,5.60,0.120,0.40582
7423,N3,30,Workshop,-83,1.53,12.24,0.108,0.36831
7424,N3,0,Crowded,-44,7.64,61.11,0.109,0.35671
7425,N9,25,Lobby,-63,6.26,50.05,0.094,0.33474
7426,P6,55,Workshop,-73,8.10,64.78,0.125,0.40856
7427,N3,20,Workshop,-75,5.14,41.12,0.111,0.36851
7428,N3,10,Workshop,-64,7.40,59.17,0.112,0.37601
7429,N6,10,Crowded,-85,2.25,17.99,0.102,0.36075
7430,N3,5,Crowded,-52,12.43,99.42,0.108,0.37061
7431,N6,15,Lobby,-72,2.50,19.97,0.103,0.35094
7432,N12,30,Wall,-83,4.01,32.12,0.106,0.33777
7433,N0,45,Wall,-100,1.35,10.79,0.110,0.36997
7434,N0,30,Workshop,-62,8.01,64.10,0.116,0.37721
7435,N12,15,Lobby,-79,5.12,40.96,0.102,0.34834
7436,P6,55,Lobby,-87,2.09,16.74,0.129,0.40337
7437,N12,45,Wall,-100,0.89,7.14,0.103,0.34646
7438,P6,25,Workshop,-64,7.50,60.01,0.132,0.40838
7439,N6,40,Lobby,-84,1.80,14.44,0.106,0.35231
7440,P6,10,Crowded,-69,5.51,44.08,0.123,0.41073
7441,N6,35,Lobby,-69,2.44,19.54,0.108,0.34508
7442,N3,10,Workshop,-61,5.29,42.36,0.112,0.36944
7443,N12,50,Workshop,-100,1.42,11.35,0.102,0.34467
7444,N12,15,Lobby,-96,1.27,10.15,0.100,0.34153
7445,N0,5,Workshop,-54,12.00,96.01,0.112,0.38054
7446,N12,0,Crowded,-54,10.01,80.04,0.105,0.34407
7447,N9,20,Wall,-97,0.83,6.63,0.100,0.32619
7448,N6,0,Workshop,-39,11.43,91.41,0.098,0.34768
7449,P6,10,Workshop,-48,10.42,83.36,0.124,0.41528
7450,N3,20,Lobby,-80,2.48,19.88,0.115,0.38093
7451,N6,55,Wall,-100,2.00,16.01,0.102,0.34005
7452,N3,15,Workshop,-52,9.92,79.33,0.110,0.37471
7453,N3,30,Workshop,-71,5.28,42.23,0.112,0.37453
7454,P6,25,Lobby,-74,6.43,51.42,0.125,0.41538
7455,P3,10,Lobby,-56,7.34,58.73,0.121,0.39952
7456,N0,25,Lobby,-86,1.73,13.88,0.119,0.36900
7457,N12,5,Wall,-90,1.03,8.21,0.105,0.34501
7458,N0,20,Workshop,-77,2.90,23.20,0.110,0.37563
7459,N0,0,Workshop,-60,5.65,45.21,0.112,0.36312
7460,N6,25,Workshop,-45,13.36,106.88,0.102,0.35082
7461,N12,35,Workshop,-93,1.17,9.35,0.107,0.35227
7462,P3,20,Crowded,-97,0.88,7.07,0.121,0.38522
7463,N12,25,Lobby,-87,1.31,10.50,0.097,0.33910
7464,N9,25,Lobby,-97,1.85,14.77,0.102,0.33912
7465,N6,30,Workshop,-87,1.59,12.76,0.104,0.34141
7466,N12,25,Workshop,-77,4.39,35.13,0.103,0.34483
7467,N3,15,Lobby,-77,3.43,27.47,0.116,0.35861
7468,N3,25,Crowded,-76,3.05,24.39,0.113,0.36869
7469,N9,5,Crowded,-84,2.06,16.52,0.099,0.32601
7470,N3,40,Lobby,-90,0.70,5.60,0.108,0.38402
7471,N12,15,Wall,-100,1.69,13.52,0.106,0.34055
7472,P6,35,Lobby,-68,2.26,18.05,0.124,0.41452
7473,N9,60,Lobby,-91,0.76,6.10,0.103,0.35065
7474,N3,10,Workshop,-52,10.73,85.86,0.106,0.37349
7475,N12,0,Lobby,-48,8.80,70.38,0.107,0.33453
7476,N9,10,Workshop,-70,8.17,65.34,0.100,0.34086
7477,N9,40,Workshop,-87,1.17,9.32,0.099,0.33236
7478,N6,10,Lobby,-80,2.57,20.59,0.104,0.34479
7479,N3,45,Workshop,-85,0.91,7.28,0.104,0.36684
7480,N12,45,Lobby,-98,0.70,5.60,0.104,0.33943
7481,N6,20,Lobby,-75,4.47,35.78,0.100,0.35036
7482,N12,30,Crowded,-89,0.70,5.60,0.104,0.34401
7483,P3,45,Lobby,-71,5.95,47.60,0.123,0.39232
7484,P6,35,Wall,-100,2.34,18.74,0.119,0.41465
7485,P6,30,Wall,-100,0.90,7.22,0.126,0.41829
7486,P3,0,Lobby,-36,13.70,109.60,0.117,0.40445
7487,N9,20,Lobby,-79,0.70,5.60,0.105,0.32740
7488,N3,0,Crowded,-60,9.66,77.30,0.109,0.37075
7489,P3,15,Workshop,-57,7.63,61.08,0.121,0.38299
7490,N3,45,Workshop,-94,0.70,5.60,0.113,0.36943
7491,N3,0,Crowded,-50,9.84,78.69,0.113,0.37255
7492,P3,30,Lobby,-77,2.79,22.35,0.121,0.38442
7493,N6,20,Crowded,-100,1.86,14.91,0.103,0.34396
7494,N6,60,Workshop,-100,1.37,10.93,0.106,0.34240
7495,N0,10,Wall,-87,1.56,12.47,0.119,0.38477
7496,N0,0,Workshop,-47,9.32,74.58,0.116,0.37542
7497,N12,40,Crowded,-100,0.71,5.70,0.106,0.33837
7498,N6,30,Workshop,-82,1.60,12.80,0.107,0.35779
7499,N12,40,Lobby,-95,0.84,6.68,0.106,0.35072
7500,N6,35,Lobby,-73,8.79,70.33,0.108,0.34417
7501,N0,25,Workshop,-60,7.53,60.22,0.113,0.37051
7502,N9,5,Wall,-88,0.70,5.60,0.106,0.32871
7503,N3,40,Wall,-94,0.70,5.60,0.109,0.36985
7504,N12,20,Wall,-100,1.10,8.83,0.104,0.33849
7505,P6,25,Lobby,-77,4.17,33.35,0.126,0.41425
7506,N9,60,Workshop,-91,1.89,15.11,0.105,0.33350
7507,P6,55,Crowded,-84,1.16,9.29,0.125,0.41149
7508,N6,40,Lobby,-87,2.47,19.74,0.103,0.34301
7509,N9,10,Workshop,-71,2.21,17.68,0.105,0.32785
7510,N6,5,Wall,-85,2.00,15.96,0.103,0.35184
7511,N0,35,Wall,-92,1.01,8.10,0.119,0.36161
7512,N9,55,Wall,-100,1.18,9.42,0.098,0.33926
7513,N6,15,Workshop,-66,4.43,35.42,0.105,0.35201
7514,N12,5,Wall,-76,4.26,34.11,0.102,0.33613
7515,N9,35,Wall,-100,1.35,10.80,0.103,0.34342
7516,N6,10,Workshop,-46,13.32,106.57,0.108,0.34026
7517,P6,35,Workshop,-62,6.86,54.90,0.124,0.41287
7518,P6,35,Workshop,-69,4.61,36.86,0.120,0.39796
7519,N9,25,Workshop,-100,0.75,5.96,0.100,0.33370
7520,N9,10,Wall,-100,1.45,11.58,0.100,0.32385
7521,N12,40,Wall,-100,1.00,8.00,0.107,0.34817
7522,N3,40,Workshop,-82,1.42,11.35,0.106,0.36648
7523,N6,30,Workshop,-100,1.87,14.96,0.099,0.35289
7524,N9,0,Lobby,-68,4.01,32.09,0.104,0.33741
7525,N6,10,Lobby,-86,0.91,7.29,0.103,0.36275
7526,N3,0,Workshop,-34,12.95,103.57,0.113,0.37058
7527,N9,45,Lobby,-71,7.36,58.86,0.104,0.33169
7528,P3,50,Workshop,-72,2.77,22.12,0.123,0.40211
7529,P3,10,Wall,-91,2.41,19.30,0.121,0.39249
7530,P3,15,Workshop,-72,4.43,35.44,0.123,0.39002
7531,N6,5,Crowded,-64,8.60,68.81,0.104,0.34766
7532,P6,60,Wall,-100,1.75,14.01,0.124,0.40958
7533,N6,15,Lobby,-82,2.51,20.12,0.107,0.33278
7534,N6,5,Workshop,-56,6.88,55.01,0.105,0.35544
7535,N3,40,Lobby,-80,4.16,33.30,0.111,0.37380
7536,N12,5,Workshop,-61,7.87,62.93,0.109,0.35019
7537,N6,0,Workshop,-51,9.45,75.58,0.102,0.35517
7538,N9,60,Workshop,-87,1.37,10.99,0.101,0.32605
7539,N3,10,Lobby,-47,9.39,75.14,0.114,0.34924
7540,P3,15,Workshop,-74,4.94,39.53,0.123,0.39034
7541,N9,55,Workshop,-100,1.00,7.97,0.098,0.34047
7542,N6,0,Workshop,-40,12.69,101.53,0.102,0.34707
7543,N9,0,Wall,-44,9.96,79.68,0.099,0.33058
7544,N9,50,Crowded,-100,1.97,15.74,0.100,0.33663
7545,N12,35,Wall,-100,2.33,18.66,0.099,0.34241
7546,N6,60,Wall,-100,0.70,5.60,0.103,0.34713
7547,N12,45,Lobby,-78,0.89,7.10,0.100,0.35314
7548,N3,10,Crowded,-65,6.23,49.83,0.112,0.35682
7549,N12,30,Workshop,-94,0.70,5.60,0.104,0.32033
7550,N0,35,Crowded,-73,5.45,43.56,0.114,0.36556
7551,N3,25,Lobby,-87,1.70,13.60,0.110,0.35339
7552,P6,40,Lobby,-75,3.69,29.48,0.124,0.41132
7553,N3,0,Lobby,-47,10.15,81.23,0.111,0.36530
7554,N0,0,Workshop,-34,12.22,97.73,0.110,0.37679
7555,N3,40,Wall,-100,1.33,10.61,0.113,0.36141
7556,N9,30,Workshop,-79,1.63,13.03,0.101,0.34050
7557,N3,45,Lobby,-91,1.99,15.91,0.112,0.37078
7558,P3,0,Crowded,-40,12.92,103.39,0.124,0.39277
7559,N12,60,Lobby,-95,1.81,14.45,0.108,0.34236
7560,P3,10,Lobby,-64,6.73,53.83,0.111,0.40427
7561,N3,50,Wall,-100,0.70,5.60,0.110,0.37609
7562,N6,25,Lobby,-79,3.76,30.07,0.105,0.33502
7563,N3,45,Lobby,-87,2.14,17.08,0.108,0.36204
7564,N12,5,Workshop,-83,1.83,14.65,0.102,0.33248
7565,N9,10,Workshop,-64,8.75,70.01,0.104,0.34403
7566,N0,45,Lobby,-92,1.34,10.75,0.113,0.36465
7567,N3,10,Wall,-84,0.70,5.60,0.106,0.37762
7568,N6,25,Wall,-92,1.02,8.13,0.111,0.36673
7569,N12,25,Workshop,-89,0.90,7.17,0.102,0.33066
7570,N12,50,Wall,-100,0.70,5.60,0.106,0.33474
7571,N9,0,Lobby,-48,11.92,95.36,0.099,0.32522
7572,N3,35,Lobby,-84,3.18,25.47,0.112,0.36968
7573,N0,10,Wall,-85,1.78,14.24,0.111,0.36437
7574,N3,15,Wall,-86,1.34,10.75,0.113,0.38094
7575,P3,25,Lobby,-82,1.96,15.72,0.122,0.39283
7576,N12,45,Lobby,-87,0.93,7.47,0.100,0.36258
7577,P6,40,Crowded,-84,3.09,24.72,0.124,0.40071
7578,P3,0,Crowded,-37,12.76,102.04,0.112,0.40881
7579,N6,10,Crowded,-77,0.92,7.39,0.106,0.34983
7580,P3,60,Workshop,-85,1.71,13.67,0.123,0.39032
7581,N6,30,Workshop,-87,1.98,15.87,0.102,0.35171
7582,N9,30,Wall,-100,0.78,6.27,0.106,0.32838
7583,P6,60,Lobby,-61,5.69,45.54,0.127,0.41156
7584,N9,55,Wall,-100,1.43,11.43,0.102,0.33350
7585,P3,40,Lobby,-84,1.20,9.56,0.116,0.39794
7586,N9,35,Lobby,-100,0.70,5.60,0.104,0.31320
7587,N3,45,Workshop,-75,6.01,48.12,0.107,0.35343
7588,N0,35,Workshop,-75,3.79,30.29,0.115,0.37502
7589,P6,55,Lobby,-89,1.66,13.24,0.124,0.41300
7590,N0,10,Workshop,-72,10.47,83.73,0.114,0.38148
7591,N12,30,Lobby,-81,1.22,9.78,0.103,0.33845
7592,P3,35,Lobby,-92,1.40,11.19,0.119,0.40988
7593,N12,35,Workshop,-84,1.24,9.89,0.101,0.35214
7594,N0,40,Workshop,-76,4.38,35.03,0.109,0.39304
7595,P3,5,Crowded,-73,5.14,41.15,0.122,0.39314
7596,N6,25,Crowded,-92,1.76,14.11,0.103,0.34205
7597,N6,5,Lobby,-67,7.92,63.38,0.111,0.35500
7598,P3,35,Workshop,-81,1.11,8.87,0.120,0.40793
7599,P3,25,Workshop,-51,12.29,98.36,0.115,0.40181
7600,N12,10,Wall,-100,0.70,5.60,0.105,0.33461
7601,N12,15,Workshop,-82,2.70,21.56,0.107,0.34273
7602,N0,25,Lobby,-75,6.82,54.53,0.112,0.37469
7603,P3,45,Lobby,-96,1.80,14.39,0.116,0.40486
7604,P3,5,Lobby,-36,12.25,97.97,0.121,0.39152
7605,N9,5,Lobby,-58,4.79,38.32,0.104,0.33627
7606,N9,0,Lobby,-60,7.28,58.20,0.103,0.33711
7607,P3,30,Workshop,-69,8.60,68.84,0.122,0.40199
7608,N12,5,Lobby,-60,9.59,76.73,0.100,0.35796
7609,N0,0,Workshop,-47,10.84,86.74,0.116,0.36470
7610,N3,0,Workshop,-54,8.50,68.03,0.116,0.37392
7611,N0,45,Wall,-100,1.28,10.28,0.116,0.38029
7612,N0,50,Wall,-100,1.60,12.81,0.111,0.36522
7613,N9,30,Wall,-100,1.71,13.70,0.101,0.34324
7614,N6,20,Lobby,-88,1.03,8.24,0.109,0.34183
7615,N12,15,Lobby,-83,1.59,12.71,0.101,0.34189
7616,N9,30,Workshop,-76,2.78,22.26,0.099,0.33002
7617,N9,5,Crowded,-98,1.18,9.42,0.101,0.33696
7618,N3,40,Lobby,-85,3.05,24.38,0.111,0.36451
7619,N6,55,Lobby,-80,3.90,31.22,0.099,0.33797
7620,N12,40,Workshop,-98,1.02,8.14,0.103,0.34679
7621,N12,10,Lobby,-72,0.70,5.60,0.107,0.33958
7622,N9,10,Wall,-92,1.16,9.28,0.102,0.33436
7623,N3,0,Workshop,-51,8.88,71.07,0.110,0.36708
7624,N0,20,Crowded,-82,1.60,12.83,0.116,0.36146
7625,N12,25,Workshop,-99,0.70,5.60,0.103,0.34472
7626,N3,0,Lobby,-55,10.17,81.36,0.112,0.35990
7627,P3,45,Lobby,-78,1.70,13.63,0.120,0.40986
7628,N3,10,Workshop,-64,4.21,33.67,0.115,0.38056
7629,N6,30,Lobby,-72,3.30,26.43,0.105,0.36033
7630,P3,45,Crowded,-85,3.49,27.92,0.121,0.39497
7631,P6,50,Lobby,-89,3.14,25.08,0.124,0.40307
7632,P3,20,Workshop,-52,12.29,98.30,0.119,0.40222
7633,N12,0,Lobby,-55,9.55,76.42,0.106,0.34524
7634,N12,10,Wall,-96,0.70,5.60,0.106,0.33065
7635,N9,5,Crowded,-86,0.70,5.60,0.106,0.33599
7636,N6,55,Workshop,-79,3.67,29.36,0.105,0.34819
7637,P6,50,Workshop,-59,7.27,58.17,0.120,0.39768
7638,N3,5,Workshop,-55,6.57,52.52,0.112,0.36358
7639,N6,30,Lobby,-93,1.74,13.92,0.107,0.34602
7640,N3,30,Wall,-100,2.15,17.19,0.109,0.35614
7641,N12,20,Crowded,-76,0.70,5.60,0.110,0.33650
7642,P6,35,Lobby,-69,1.57,12.59,0.124,0.40721
7643,N6,45,Wall,-100,0.70,5.60,0.103,0.34714
7644,N0,25,Workshop,-63,9.53,76.20,0.111,0.38491
7645,N9,30,Wall,-100,1.31,10.45,0.103,0.32817
7646,N12,0,Lobby,-69,6.60,52.81,0.098,0.34030
7647,N6,55,Lobby,-100,1.42,11.37,0.104,0.34396
7648,N12,20,Wall,-100,1.96,15.69,0.104,0.33753
7649,N6,15,Crowded,-100,2.39,19.11,0.107,0.35786
7650,N6,20,Lobby,-74,2.41,19.28,0.118,0.34062
7651,N9,35,Wall,-100,1.65,13.17,0.104,0.34416
7652,P6,15,Wall,-96,1.93,15.45,0.120,0.40885
7653,N12,50,Lobby,-100,1.18,9.46,0.105,0.35320
7654,N3,5,Crowded,-67,3.54,28.34,0.111,0.37237
7655,N0,25,Crowded,-84,3.07,24.57,0.115,0.37136
7656,N0,20,Wall,-100,1.46,11.70,0.115,0.37373
7657,N3,10,Workshop,-80,1.86,14.86,0.112,0.36736
7658,N9,10,Crowded,-82,1.20,9.62,0.106,0.33494
7659,P3,45,Crowded,-89,0.70,5.62,0.122,0.40014
7660,N0,10,Workshop,-53,9.45,75.57,0.114,0.37704
7661,N12,45,Lobby,-94,1.63,13.01,0.103,0.34706
7662,N6,35,Workshop,-93,0.95,7.58,0.108,0.34384
7663,N9,0,Lobby,-47,10.41,83.26,0.098,0.32919
7664,N6,45,Crowded,-100,0.70,5.60,0.100,0.33931
7665,N0,40,Crowded,-94,2.05,16.37,0.111,0.37263
7666,N6,55,Lobby,-88,3.54,28.31,0.102,0.34597
7667,N0,15,Wall,-92,2.42,19.34,0.111,0.37677
7668,N0,55,Crowded,-100,1.44,11.49,0.115,0.36841
7669,N12,35,Lobby,-100,0.70,5.60,0.105,0.35600
7670,N3,35,Lobby,-69,1.97,15.76,0.110,0.36665
7671,N6,25,Workshop,-83,3.58,28.65,0.106,0.35083
7672,N9,30,Workshop,-96,1.47,11.79,0.102,0.33435
7673,P3,5,Crowded,-63,8.23,65.81,0.121,0.38381
7674,N12,15,Crowded,-86,0.70,5.60,0.100,0.34789
7675,N3,15,Workshop,-77,3.81,30.44,0.112,0.37454
7676,N6,55,Workshop,-89,1.53,12.23,0.105,0.34490
7677,N12,25,Wall,-100,0.90,7.17,0.106,0.35874
7678,N6,40,Lobby,-100,1.44,11.51,0.099,0.34612
7679,N6,45,Lobby,-77,3.40,27.23,0.104,0.35415
7680,P6,0,Lobby,-34,11.94,95.53,0.122,0.39983
7681,N9,10,Crowded,-94,0.76,6.05,0.102,0.33761
7682,N6,30,Workshop,-77,3.70,29.59,0.104,0.34516
7683,N9,30,Wall,-98,1.13,9.06,0.109,0.33813
7684,N6,10,Lobby,-73,6.20,49.60,0.105,0.34223
7685,N12,60,Lobby,-93,0.70,5.60,0.103,0.34929
7686,N6,30,Crowded,-100,0.70,5.60,0.106,0.33502
7687,N6,20,Wall,-100,0.70,5.60,0.106,0.34879
7688,N6,30,Crowded,-100,1.34,10.72,0.106,0.34767
7689,N6,15,Lobby,-67,6.42,51.36,0.102,0.34734
7690,P6,10,Wall,-88,1.01,8.11,0.125,0.41509
7691,N0,35,Lobby,-72,2.36,18.90,0.116,0.37248
7692,P3,25,Crowded,-96,1.75,13.98,0.119,0.39034
7693,N0,60,Crowded,-91,1.17,9.37,0.109,0.37402
7694,N0,40,Wall,-100,0.70,5.60,0.117,0.37538
7695,P3,50,Wall,-100,2.80,22.44,0.120,0.39758
7696,N12,20,Lobby,-77,2.27,18.16,0.101,0.34202
7697,N0,10,Crowded,-68,4.96,39.68,0.111,0.38029
7698,P3,25,Crowded,-96,1.38,11.02,0.118,0.39996
7699,P3,15,Wall,-93,0.70,5.60,0.118,0.40692
7700,N6,45,Crowded,-95,1.23,9.84,0.109,0.34184
7701,N12,5,Wall,-88,1.44,11.56,0.104,0.34182
7702,N12,0,Lobby,-36,11.70,93.62,0.099,0.34018
7703,P3,10,Lobby,-65,4.34,34.73,0.118,0.41313
7704,P6,35,Crowded,-89,0.70,5.60,0.121,0.42172
7705,N9,0,Wall,-68,4.80,38.37,0.106,0.33002
7706,N6,35,Lobby,-75,3.44,27.56,0.105,0.33051
7707,P6,40,Wall,-100,2.37,19.00,0.119,0.40902
7708,P3,30,Workshop,-61,3.47,27.77,0.115,0.41435
7709,N9,15,Lobby,-82,1.54,12.31,0.104,0.31515
7710,N3,40,Lobby,-77,4.03,32.21,0.111,0.37920
7711,N3,45,Workshop,-84,1.89,15.08,0.114,0.36585
7712,N6,50,Workshop,-89,2.02,16.19,0.102,0.33523
7713,N6,30,Workshop,-96,0.70,5.60,0.105,0.34373
7714,P6,10,Lobby,-66,3.57,28.58,0.120,0.40994
7715,N12,40,Workshop,-92,1.18,9.46,0.107,0.34933
7716,N3,30,Crowded,-91,0.71,5.72,0.119,0.36906
7717,N9,45,Lobby,-79,2.72,21.77,0.102,0.33988
7718,N0,45,Workshop,-71,1.64,13.15,0.117,0.37502
7719,N0,45,Workshop,-90,2.75,21.99,0.115,0.36138
7720,P3,35,Workshop,-85,1.26,10.11,0.122,0.39937
7721,P6,5,Crowded,-63,8.41,67.27,0.120,0.40658
7722,N3,10,Wall,-91,0.99,7.96,0.115,0.35928
7723,P3,30,Wall,-100,1.56,12.51,0.125,0.38995
7724,N12,60,Lobby,-93,0.81,6.46,0.100,0.34834
7725,N0,40,Wall,-100,1.21,9.72,0.114,0.37709
7726,P3,55,Lobby,-85,1.81,14.45,0.120,0.40003
7727,P3,0,Workshop,-34,12.78,102.22,0.122,0.38968
7728,P3,35,Wall,-87,1.50,12.01,0.122,0.39823
7729,N9,5,Lobby,-53,10.78,86.26,0.106,0.32293
7730,N0,55,Crowded,-100,1.42,11.38,0.114,0.37351
7731,N12,20,Lobby,-64,11.34,90.71,0.102,0.35331
7732,N12,45,Crowded,-100,1.44,11.54,0.101,0.35169
7733,N3,30,Lobby,-73,1.70,13.58,0.113,0.36865
7734,N6,10,Lobby,-60,7.53,60.27,0.104,0.34574
7735,N9,5,Wall,-89,1.71,13.67,0.100,0.33504
7736,N6,15,Lobby,-65,7.17,57.33,0.104,0.32997
7737,N6,5,Workshop,-72,5.50,44.02,0.104,0.34189
7738,N6,10,Workshop,-48,8.61,68.86,0.103,0.34909
7739,N12,5,Wall,-100,2.42,19.38,0.106,0.34211
7740,N6,20,Crowded,-75,1.25,9.97,0.103,0.34074
7741,N9,45,Lobby,-93,1.31,10.48,0.098,0.33200
7742,N12,10,Lobby,-84,2.56,20.49,0.105,0.32852
7743,N12,25,Crowded,-97,0.70,5.60,0.105,0.36363
7744,P3,30,Lobby,-77,3.28,26.24,0.115,0.40165
7745,N9,20,Wall,-100,1.60,12.78,0.097,0.32511
7746,P6,30,Workshop,-77,1.88,15.04,0.125,0.41589
7747,N12,45,Lobby,-100,1.03,8.22,0.107,0.34937
7748,N3,20,Workshop,-99,2.10,16.76,0.112,0.37360
7749,N0,0,Crowded,-36,12.56,100.47,0.109,0.37137
7750,N12,15,Workshop,-73,4.75,38.04,0.106,0.34796
7751,P3,20,Lobby,-50,10.87,86.99,0.124,0.40805
7752,N6,55,Workshop,-86,0.70,5.60,0.103,0.35685
7753,P3,15,Wall,-98,0.70,5.60,0.121,0.40146
7754,N6,0,Lobby,-47,8.81,70.45,0.105,0.34395
7755,N6,25,Crowded,-96,2.01,16.10,0.107,0.36354
7756,N0,0,Crowded,-50,9.03,72.23,0.109,0.37570
7757,N12,5,Crowded,-100,0.94,7.55,0.103,0.32971
7758,N6,55,Workshop,-85,2.73,21.87,0.106,0.33624
7759,N9,20,Wall,-100,1.23,9.83,0.100,0.33631
7760,N6,50,Lobby,-100,1.19,9.55,0.104,0.34456
7761,N3,10,Lobby,-62,7.32,58.57,0.114,0.35440
7762,P3,10,Workshop,-63,10.49,83.90,0.122,0.39598
7763,P6,10,Lobby,-65,7.69,61.54,0.127,0.40913
7764,N9,25,Lobby,-80,4.63,37.06,0.102,0.33743
7765,N9,35,Lobby,-88,2.17,17.33,0.102,0.33374
7766,N9,40,Workshop,-71,4.00,31.96,0.100,0.32681
7767,N0,5,Wall,-67,4.32,34.56,0.118,0.36847
7768,N12,35,Lobby,-92,0.96,7.66,0.106,0.33875
7769,N0,40,Workshop,-55,9.32,74.60,0.111,0.37788
7770,N0,30,Lobby,-66,3.42,27.38,0.113,0.38235
7771,N6,50,Lobby,-84,1.66,13.29,0.100,0.34077
7772,N12,15,Lobby,-95,1.83,14.62,0.105,0.35914
7773,P6,60,Workshop,-75,1.98,15.81,0.124,0.40789
7774,N6,20,Lobby,-60,8.25,65.98,0.107,0.34530
7775,N3,30,Lobby,-80,2.88,23.01,0.107,0.35774
7776,N6,5,Lobby,-59,4.44,35.54,0.110,0.33701
7777,N3,15,Workshop,-65,3.66,29.25,0.115,0.36000
7778,N6,0,Crowded,-57,5.23,41.81,0.107,0.35886
7779,N12,35,Crowded,-100,0.70,5.60,0.104,0.34617
7780,P6,40,Lobby,-74,5.47,43.72,0.122,0.41023
7781,N6,20,Wall,-94,0.70,5.60,0.101,0.34521
7782,P3,25,Workshop,-81,0.70,5.60,0.126,0.39523
7783,N6,0,Lobby,-53,11.86,94.92,0.108,0.35342
7784,N3,15,Wall,-79,3.96,31.71,0.116,0.35680
7785,N9,20,Crowded,-97,1.50,12.00,0.104,0.32191
7786,N3,35,Wall,-100,2.42,19.33,0.108,0.36929
7787,N3,0,Lobby,-56,8.14,65.13,0.108,0.35700
7788,N0,20,Lobby,-61,12.93,103.41,0.115,0.38054
7789,N6,0,Crowded,-52,9.90,79.21,0.100,0.34960
7790,N3,15,Lobby,-57,5.88,47.04,0.104,0.37734
7791,N3,40,Lobby,-84,3.38,27.07,0.110,0.36863
